tx_bytes,rx_bytes,tx_packets,rx_packets,tx_errors,rx_errors,latency,bandwidth,utilization,link_cost
86070,20320,64,730,0,0,0.8212869707069002,100,0.35551785088150817,3.9262715041227554
24127,1515,13,0,397,350,461.1645220716041,100,0.6760890068670129,1546.5251642620965
117519,34193,117,141,0,0,1.7598568596734294,10,0.18210351048501597,2.6328137698474703
11392121,3950411,18726,563,3,1,21.832905442766908,100,0.8158036340568652,17.70971961673161
105222,24285,64,109,0,0,1.223787807131354,1000,0.31743226609121095,3.661836909442823
5517549,3922735,10542,120,0,1,25.06621505914105,100,0.8484086849959072,12.293890985881362
3440,10149,321,134,0,0,4.234708415204398,10,0.2208717164762198,3.1904445733301987
97822,126362,159,1399,1,0,3.136298231834142,100,0.2618471228581942,5.408406806048968
203727,24031,23,129,0,0,0.9589799849906205,10,0.13830461346843548,2.202334906246546
9832,26529,218,8,117,410,306.939407873066,100,0.5572811447448132,1090.1521899452653
22150,4828,57,14,397,168,351.17592548973107,10,0.7020868410643001,1171.7342872774875
111168,65753,5,100,0,0,2.6961637228438637,1000,0.1879707160797605,2.7733821009224706
65947,24020,1943,1088,0,0,3.254605060587176,100,0.7041892377898608,6.958974408377603
17616,7651,78,334,0,0,3.610423985603247,1000,0.03169124694096203,1.614572374088021
7774891,11178521,24743,1556,2,2,32.73001779405884,10,0.7882403830060899,18.578924843454605
44793,34630,40,51,336,264,254.0681302211631,100,0.7663432456947832,1232.5375589876744
65794,117671,399,696,0,0,4.035221943615665,1000,0.5370075255183736,5.699582398508555
26601,45214,2028,1109,0,0,3.5716349942705095,10,0.4394380419572743,4.872667835085245
1460772,6118426,1560,10790,4,2,27.478195115202304,100,0.7864183137050572,22.03916602116069
467726,40082,586,29,0,0,0.8796001721925635,1000,0.3978039569251326,4.270391672620317
50300,123278,1774,1171,0,0,3.1166463229798858,10,0.10987612497948174,2.1906736321338425
135429,159247,403,312,0,0,2.4203152174211287,100,0.17348709702771747,2.6299282979638527
439809,36183,861,232,0,0,0.9572564956944373,10,0.23005104780803973,2.936134032033762
146494,8129,195,241,0,0,3.7387114704974116,1000,0.17155535063002963,2.746313952089978
4545502,5923243,9990,12760,1,1,39.0731824454533,10,0.9860729634693631,16.795901952300234
197672,1537,607,102,1,0,3.311794449201665,100,0.1053563654380533,4.174030368424592
1571,51533,489,73,0,0,3.8277745431145695,1000,0.31186697881541636,3.8777132848347877
1422227,2918037,1028,528,3,2,22.43735491884,10,0.7913453093855516,19.574497966968412
9086651,4707670,14285,25942,3,2,31.16005423793088,10,0.8726656365797525,21.097330516431107
124216,10903,180,95,0,0,1.1085924153419775,10,0.4089136530694778,4.38216846609002
56868,32536,476,2034,0,0,2.9517494447967607,10,0.08116506738808668,1.9444954835843695
616479,468,38,36,0,0,3.8900837590660173,1000,0.40927518522048995,4.6632098576705205
50166,19214,548,1887,0,0,1.1434164053791676,10,0.21809036021473197,2.8590645222557725
68426,85572,53,302,0,0,2.366699747005791,1000,0.5971379412029107,6.013773504323865
93675,35271,895,351,0,0,0.7478188623183835,1000,0.1477574261189918,2.2568412951837726
329857,78432,625,214,0,0,3.4607037837338117,10,0.32756966290765177,3.9666276816345953
74277,85767,139,403,1,0,4.681847662396165,1000,0.1895157135371861,4.984310474537105
502321,56678,124,356,0,0,3.6027510774805998,100,0.2657700080522059,3.486435172165707
3357994,2243740,3555,1407,2,2,24.885990356578777,10,0.7451287490258389,17.44962902786459
4276132,4574157,11068,7366,4,5,37.60202786094364,100,0.9568149445153971,30.41472234221754
420609,150749,18,447,0,0,0.8292244798671947,10,0.609622856978809,5.959905303817192
85845,29950,129,626,0,0,2.854817400244557,10,0.17174840767752556,2.65946900144466
7527,112773,165,303,0,0,0.5202535346747706,10,0.5839946075586655,5.723982213936801
30883,36475,701,29,0,0,0.5435346258627347,100,0.0454656096634693,1.4180783398940278
61620,95634,1731,795,1,1,4.824266206945064,1000,0.08624926331273308,6.172420727196371
43055,10150,1248,215,1,0,1.19473155602413,100,0.08631112308985786,3.809962140321276
14010358,268165,7617,9344,2,2,39.93660642975665,10,0.8969985904695004,20.16964936673167
29076,61104,1532,816,0,0,1.7817909332571775,100,0.13381646521554982,2.2487108150501163
17478,32421,240,89,0,0,2.34746757949065,100,0.2663689100352339,3.3656980382309363
159856,120601,239,183,0,0,4.118525391037478,10,0.15147163037588027,2.6236255821107903
18465,40641,173,742,0,0,3.26386195887304,10,0.034747908691038366,1.6043694654156109
49831,301189,527,150,0,0,3.168541526335931,10,0.16943557759621755,2.6723387734033333
76668,42138,911,279,0,0,1.7209148571929107,1000,0.43748260715816056,4.671952342984576
13052,100518,155,129,0,0,1.8281412374387238,10,0.34189413649740713,3.9179672157231296
77210,93178,19,349,0,0,0.5157875729904622,1000,0.06220013097096168,1.5491798050667396
29964,54061,1182,299,0,0,3.42499866135663,10,0.13221052009204237,2.400184026872002
107254,80386,1020,985,0,0,1.172083640664956,1000,0.27989964172131954,3.356405497837052
59589,80996,344,124,0,0,3.9254161988414293,1000,0.05150089461531762,1.804548776806684
11137,44114,474,649,0,1,1.107739520190462,10,0.4049563892079851,6.350425065682926
9206250,227762,21211,8575,2,2,19.952068506295653,100,0.9031197747310026,18.220165048477586
102071,33181,368,14,0,0,4.69977863697954,10,0.04371481412949331,1.8196963767339003
38320,7485,911,84,0,0,0.6189006879228918,1000,0.22995675628439644,2.9015441190674607
129671,28442,13,311,0,0,4.018529740578558,1000,0.3403383993409619,4.124560168785551
13874,37473,905,194,0,0,1.675027599447234,100,0.330790467347063,3.8138264987212276
2933,125437,525,241,0,0,1.139156566534639,10,0.43016639169072735,4.555246790179282
6889,26341,5,80,372,496,374.4967044353645,100,0.6319187829104862,1779.5050207068202
157496,157288,97,139,0,0,4.376863645262407,1000,0.19965675712638964,3.0349404215373577
9309470,7417162,1092,1682,3,3,16.239863532570894,10,0.9765126182625492,22.43608729935748
61086,141502,858,357,3,0,1.6378276985467473,100,0.4095772204130171,10.440400533158812
75648,18307,488,52,0,1,4.2584746697124185,100,0.17733081336133877,4.844493973861952
123490,175463,888,58,0,0,4.143380973453205,10,0.14721807907223283,2.5920827299231832
69422,150405,56,14,0,1,3.2825588605450884,10,0.17167029420916058,4.701618239727793
9183271,9887992,20743,571,5,4,42.42859553680923,100,0.9380071615265206,30.74691684589309
178114,45931,189,513,0,0,4.115103025640032,10,0.04901626696421588,1.8036404382777302
41924,55439,141,497,0,0,1.5415023576467484,100,0.23255264353631755,3.0145713840552153
96243,227242,33,195,0,0,4.336160045651048,1000,0.27652187131336686,3.64579097507204
24982,70764,316,342,0,0,0.7166407401482395,10,0.02330675959280998,1.2581181507573038
134159,45116,322,198,0,0,0.8860414118027073,10,0.355480956196541,3.932451790752599
306221,81414,932,46,0,0,2.98208919999725,100,0.3095249839279574,3.7744087914233844
25324,181669,851,643,0,0,1.1687646320906093,10,0.1657404901217819,2.4428003841833164
739805,216701,11944,66983,4,1,47.417893963149005,100,0.8454758397295753,22.5055961141515
167639,222172,58,193,0,0,3.4300304514625903,10,0.2604919389482333,3.4269385567321256
44591,6300,145,757,0,0,4.071868460170016,10,0.26726231887748686,3.5452853970368965
78887,198750,135,55,0,0,4.909723458286106,10,0.14168887458606536,2.6244833425171334
7503,48180,410,20,0,1,1.4172415511503749,1000,0.474174547843978,6.935120537866862
2901471,3766554,10254,80,2,6,34.35295890414585,100,0.7300040002772937,26.275327892632937
12297,14404,450,506,0,0,4.609320542012869,10,0.18524261334673264,2.942872960975148
309563,15834,426,90,1,0,2.6581797043501103,100,0.17798163559584246,4.68967105520175
11058,36045,326,381,0,0,3.932282418232659,100,0.29308140719109604,3.7378794993520343
3045285,295714,8158,11621,2,0,45.22817006986626,100,0.714614411904204,15.23973230222026
115097,40739,431,397,1,1,2.165033950096281,10,0.4860158787661195,9.104630425138584
495685,95857,909,551,0,0,0.9742838260658082,1000,0.20871182790283668,2.7671230058292746
247642,16071,1813,1976,0,0,2.286329231668712,100,0.15037794055123638,2.431656447576762
94009,183810,812,2,0,0,3.4682332837882788,1000,0.11423226611850326,2.260681457326854
155068,41155,973,476,0,0,4.23262045763714,10,0.07555195644456995,2.0276776973202737
115430,123870,926,69,0,0,2.465664163595082,10,0.2445836608202839,3.2032357029217797
33144,384080,683,185,1,0,1.837808978949665,100,0.17585829015251025,4.590647219115049
278744,172151,85,173,0,0,3.148066052699746,10,0.1541926552573021,2.548347847328391
127036,36579,855,176,0,0,0.7709200787745442,10,0.24702440931007855,3.0532872823580828
52461,2306,107,29,249,368,387.5706112216446,100,0.896296311688502,1280.9274316156725
30199,51120,320,340,0,0,1.200450385712328,10,0.32405082849570305,3.712451666536857
63842,55321,77,343,0,0,1.526649460574887,1000,0.49165305926625213,5.085889420187506
4468941,1302135,5435,4740,2,4,30.558774887836663,100,0.7500689278121656,22.05642891128099
90135,57230,720,350,0,1,3.0878534511742646,100,0.23549444825180746,5.192740931131886
20274,11238,20,45,387,95,454.76873754089723,100,0.8334910089346689,1017.1448018255671
20741,46511,280,22,0,0,4.711219101040742,1000,0.07584721914483898,2.0778996632627864
130041,74732,219,658,0,0,0.745138584612597,10,0.1564863266041593,2.326404471294534
10848764,467657,732,1035,1,3,29.747726973081022,10,0.8614023428678763,18.865991440251115
47978,76221,52,176,0,0,2.896750363863851,10,0.04707951975796248,1.666311194450085
76792,22385,696,825,0,2,4.450689006033423,10,0.17519400928312992,6.846620974868381
39273,88521,176,152,0,0,1.398570775663799,10,0.09288759046378349,1.8829578012766477
2393,25482,1092,120,0,0,4.717122137839734,1000,0.33468390158881256,4.149183426494474
6303717,11781611,8159,107,3,3,28.313455213255708,100,0.835943757760859,22.51889558341244
1620155,2643051,13949,26728,5,4,26.943783158442933,100,0.8021364861491475,28.111470205037474
160836,5210,180,82,0,0,3.463933351354374,100,0.4354185418666758,4.829741670068844
33439,153940,758,237,0,0,4.1954331622478716,100,0.11083579834641825,2.3062297029961334
36220,135672,77,404,0,0,2.643404042792526,100,0.5149687711216309,5.3840905732522994
99444,290996,173,437,0,0,2.651137353155443,1000,0.4571037787640341,4.9219439654278165
270922,10053,1171,401,0,0,1.6755386923499536,100,0.07292774567378672,1.7509758346252893
24442,29680,25,7,216,499,221.36539758094753,10,0.8174898620050915,1459.6764586541356
249453,66451,537,246,0,0,1.9432662724731575,10,0.20163671139249628,2.807420318387286
12389620,7780054,6820,12156,4,1,37.41471948368976,100,0.7933374859394376,21.088171835884477
265494,154829,1226,655,0,1,4.1909347694586305,100,0.07669966794644545,4.032690820517427
35572,3259,25,392,0,1,3.3092350275467175,10,0.2762729150134425,5.541106822862211
114343,59899,1776,133,0,0,3.7591293072380045,10,0.25754517796610904,3.4362743544526726
76073,218850,670,26,0,0,2.4320943007292954,1000,0.1477977836903828,2.4255916995959916
88820,193128,582,248,0,0,3.344190629244196,10,0.3292132085308274,3.968124731171039
8597,152770,365,687,0,0,4.911594304175186,10,0.18724701703738642,2.98913556671661
40502,32954,119,167,0,1,3.9278851971620776,1000,0.4051052122561489,6.633630217765399
12078102,9795070,12037,22550,2,1,36.95077684709271,10,0.9010716579187411,17.9036509480592
199920,90,45,27,490,348,288.06450882344365,10,0.5528506033292576,1710.2292557089784
32702,45970,443,780,1,0,2.797720980529104,1000,0.4308296063172905,6.726408948591234
13714,69422,324,344,0,0,3.3615451200598097,10,0.13433464832090777,2.4108316985732436
176897,90623,45,46,0,0,2.2147904236477634,10,0.7609606554308569,7.309164285811631
52990,87336,65,162,0,0,1.7491153455940487,10,0.1601296074631049,2.455948394264244
228594,10664,108,1168,1,0,3.5936786240917202,100,0.0650637706635304,3.8798780277174156
6041,188116,338,347,0,1,1.5187646533245076,1000,0.14307674561257733,4.296490430233069
51731,17099,408,378,0,0,1.9576258632171146,1000,0.07908672699107175,1.8284564022502854
225833,47745,214,334,0,0,3.616165104034449,100,0.26085272048596125,3.448438274291135
176697,148556,644,551,0,0,2.084315497092764,100,0.6121846807212948,6.105908995479635
126907,8070,1080,512,0,0,2.939571717635054,1000,0.0851378022384334,1.9750595896709726
102916,121015,668,182,1,0,2.062185620784635,10,0.1645429404820971,4.52256208593524
56063,91727,198,265,0,0,1.2263188104234308,10,0.10096968319890853,1.9303893466336113
44254,5563,6,1407,0,0,1.0229028222673806,1000,0.1642497104143197,2.4162879655412954
123573,495455,263,450,0,0,2.5780639429506182,1000,0.23440375437122996,3.1330364292649016
127384,108121,575,112,0,0,4.896399521212427,100,0.46420230008306956,5.203258352785799
9195,20997,1679,1022,0,0,4.178707930158476,100,0.22544963584437297,3.221467879770831
90915,21060,611,97,0,0,4.4919917375471705,1000,0.533737217401461,5.719096912966405
70891,9047,91,407,0,0,3.741504842132154,10,0.17081585236412722,2.7406773031262333
366354,13349,369,137,0,0,2.043831806320817,10,0.08231319055147736,1.8628887050439005
151124,11012,652,1242,0,0,1.3934066600768484,10,0.11281565120945464,2.041865875683322
28835,30880,354,557,1,0,4.480472845900797,100,0.26448093896307395,5.563894796294671
34584,182201,847,3386,0,0,1.5241206643734289,100,0.16427696803059708,2.4666278106821196
8284407,1179389,9339,4122,1,2,35.305216815694564,100,0.9498949460213696,18.129681249740415
96847,4487,1368,82,0,0,3.7878377364809044,100,0.2431800231200026,3.324223958608111
198026,13562,313,32,0,0,2.3746350904892743,1000,0.0028292453525005333,1.2600974718689317
109440,7664,46,363,0,0,4.1582813136134344,10,0.34281062941268303,4.158313166662808
6098528,3690710,1947,4107,1,2,10.254232267076947,100,0.9604149343233914,15.708742701294826
5555,74778,961,267,1,0,3.099150050328938,100,0.3192208479764431,5.863681788844438
198054,8762,175,623,0,0,1.7000305361603596,1000,0.05904447759432707,1.6423588743706525
70596,108718,11,310,0,0,1.3654301576179688,10,0.3964829764362537,4.308406827251826
44609,89399,14,1787,0,0,1.0481334450728976,1000,0.16984663447858775,2.4635864203359916
66550,2185,280,144,0,0,3.404052231831868,10,0.2297106343877777,3.1780902982854085
23581,83119,1190,236,0,0,2.003276706427,10,0.1076553715886759,2.0615706433521073
162223,107925,42,36,0,0,1.63658030134162,1000,0.13312640239868234,2.228669249323621
13146,187247,24,105,0,0,1.6536076213276076,10,0.20764677267325854,2.826534943518829
80109,80246,182,253,0,0,3.4116728225768496,10,0.22958568171805313,3.1778527360021105
98447,17161,153,2384,0,0,4.97136729923774,1000,0.4803538780274676,5.339967754143515
87410,136056,1126,411,0,1,2.7867266144807066,1000,0.27663168147735506,5.491726113266911
221027,33128,903,1405,0,0,2.6531177939247534,100,0.2737352396964527,3.455193696964097
4337708,46239,2764,369,2,0,32.89562168492523,100,0.9069034832040013,15.544790034124533
48488,37052,355,52,0,0,2.5400513664205144,10,0.3334754308818532,3.921808583696877
216804,323920,408,799,0,0,3.510076994092748,1000,0.22422242288323768,3.144787082475176
336653,32305,251,564,0,0,1.586622849864811,100,0.1758063627582369,2.5651131870523765
32049,129833,629,168,0,0,3.429862626456066,10,0.2270245901025293,3.1591829834658407
53757,39823,465,28,0,0,0.9212048987861887,100,0.10050466489952754,1.8961578090748392
9277990,2124713,1708,10322,4,2,13.834454143378924,100,0.7793482194646439,20.618231170055044
106762,18669,1283,281,0,0,2.3082595623984936,1000,0.14315928817186602,2.3761002616147775
205258,81855,534,210,0,1,1.8326374121160853,100,0.2651810359658496,5.304712028938405
205314,53816,178,445,0,0,1.1520578826853212,1000,0.22739248861802241,2.9343456972127115
3636771,5372924,3880,17950,3,1,25.532926846020317,100,0.8681984532510854,18.498880310610716
58156,128321,95,172,0,0,2.197654253706586,10,0.1758317745391696,2.626419621684015
6550,100891,916,156,0,0,0.7853480711856047,10,0.406901779023303,4.333749039304984
168578,179549,1741,170,0,0,1.2467893765464706,10,0.12242390548128106,2.1040701815048957
156240,34163,744,17,0,0,0.6297230982762191,10,0.39478858219048707,4.221280967351518
72629,8262,768,1022,0,1,4.941895928242191,1000,0.26075445254455715,5.580225213180676
119936,285539,86,598,0,1,4.352938351950025,1000,0.5156923304873768,7.560832479094017
394527,145408,77,61,0,0,4.561618505110583,10,0.1905598484323256,2.980640637969663
97619,236357,192,1152,1,0,2.716823895352158,10,0.2687402250750318,5.42160419013547
47049,11438,134,937,0,0,1.9242398634999491,1000,0.28006762492744997,3.4329649857695945
11102,137433,409,821,0,0,4.26881367168233,10,0.09588451020948077,2.1939574488440794
8841512,2543022,1644,7499,3,1,23.00366908670757,100,0.8434099426786175,18.0476464500997
200557,62665,133,266,0,0,2.3539659116195235,10,0.09126126379576198,1.9654867015280484
37893,10206,100,20,185,72,215.67487957798778,100,0.7132466224467697,542.273460937373
62000,83945,161,328,0,0,1.0971089980549489,1000,0.19174754385541415,2.643691250648808
32374,75342,212,200,0,0,2.9091347682036623,10,0.01772808078066698,1.4327381230657021
14908,167948,115,275,0,0,4.002994736099159,100,0.19856907503472482,2.9888520738877142
21429,21987,233,69,0,1,4.113130518320998,100,0.40434218611858447,6.6460505407807755
150459,77001,388,204,0,0,1.4972340979058394,1000,0.2090495987782899,2.822120200016903
2039772,392835,687,20064,2,0,40.99135980851271,10,0.8339807776692014,15.770982202204884
103478,25418,769,0,0,0,0.5882229383258606,1000,0.12605025893025923,2.06722436527466
63379,51939,1530,306,0,0,4.90992071826434,100,0.46313040603516353,5.196035320107742
104549,30318,182,1223,0,0,0.9271873834953024,10,0.211477614052259,2.784539650767602
8306,76781,540,136,2,0,1.6631080598978405,1000,0.18898656175152276,6.678203300001966
3422,88075,307,965,0,0,3.5109772684750205,10,0.04229412036202961,1.689450689743739
141610,31932,48,46,1,0,2.204763714128524,10,0.42538833905087997,6.6235830838198915
152415,19338,593,57,0,0,3.1143376310565345,100,0.1914434697255579,2.842981520910117
33827,85370,410,1055,0,1,3.3543917209523033,1000,0.16140963462602792,4.6267162491034535
198999,180049,948,701,0,0,1.7024089606420159,1000,0.33094224211197043,3.817778832959965
62411,293525,599,247,0,0,2.0008033011428425,100,0.559753612378385,5.678109229141364
3182308,5041021,3936,6550,2,1,33.36483453049866,10,0.8097319852696386,16.814339335206974
96246,138463,164,1285,0,0,4.51689849306228,10,0.510481930454794,5.53554529294458
122947,10646,24,455,0,1,1.6944718607207214,10,0.1994541034903175,4.765080013994612
108125,13631,413,64,0,0,4.823352647440138,10,0.1123637158277084,2.381244991365681
81871,178507,303,78,0,0,2.892623556017316,1000,0.16670395015207787,2.6228939568183542
120262,51633,173,674,0,0,4.283039712030215,10,0.06827578097352979,1.9745102189912598
1936,6774,35,97,91,84,289.2732319599241,10,0.622540520614146,384.90764736090557
77364,5976,389,465,0,0,1.214558607088224,10,0.1846482579864857,2.598641924600708
100918,7217,137,583,0,0,3.7079773127498923,100,0.22083083838514794,3.137444438356173
13730951,3615450,10201,919,1,1,45.84706530858111,10,0.9316924692670532,17.038246284994536
590852,956861,434,9359,2,1,36.2197859964867,10,0.7566850270833338,16.67545881631534
446567,36600,878,78,0,1,3.1588637284153003,10,0.12792684624209696,4.3393011427783055
25727,5133,338,459,0,0,1.2868408990126816,1000,0.010379863143207093,1.211722995046925
168870,42566,463,343,1,1,2.379936128389378,1000,0.22195302738332415,7.013617831905531
96848,24439,1324,648,0,0,4.7277533741563085,1000,0.1546879143774044,2.710278652434866
33077,39726,770,92,0,0,1.4930401878149608,1000,0.3697710377335381,4.1074723206498005
3763807,1841541,13614,2394,3,2,43.169343121280946,10,0.7764635968430241,21.528643086872286
35426116,337627,4950,29311,1,1,41.09917385787375,100,0.7728086322627338,15.292386443889246
3722,670208,9695,63649,2,2,27.82288667828075,100,0.9230977751234879,19.167070868815976
98447,37528,54,23,0,0,3.6638009477051656,100,0.46861425988339045,5.11529417383764
28396,29488,832,685,0,0,3.9807209609546312,10,0.0872816423166877,2.0963252346289645
26394,152318,224,372,0,0,2.250922989851344,100,0.13902566141900696,2.33729759033719
33742,43330,1891,49,0,0,4.714679398223255,1000,0.024725063687688148,1.6692684493238308
28246,220296,570,95,0,0,0.5898599087142598,100,0.5101373307129322,5.140084636574883
65915,82422,876,102,0,0,4.591833477010514,10,0.07185924669751005,2.0340573212811317
35315,103215,524,932,1,0,0.7362328421069662,10,0.4925420991685786,7.013960077559325
10453,114407,287,501,0,0,1.1358982084926303,1000,0.7049570418906818,6.7532461559747174
139451,35264,622,620,0,0,2.2859197297014986,100,0.292877167397464,3.571609312149862
16381,44616,347,702,0,0,3.0670333115849315,10,0.296124609194583,3.6757002047151572
47283,159541,433,405,0,0,4.466467287240571,100,0.2773980054369656,3.6658307722197816
12581337,3356434,2186,3662,2,5,48.71580404261302,100,0.7187524730645205,25.621600188777464
167186,42151,37,788,0,0,1.4189016748355021,10,0.04691512637063255,1.5172111784486106
93685,98358,324,39,0,0,1.894052811526119,10,0.3348033519415904,3.8678320966853352
100465,24795,475,504,0,0,2.0587054428520624,100,0.27999119357293206,3.4458000928686627
70985,19333,395,143,0,0,3.6785739226694067,100,0.39522242159384385,4.529636765017691
102121,27316,61,675,0,0,2.731564998931873,100,0.5554643332312796,5.716871165743425
79142,457793,307,980,0,0,4.448904595482448,100,0.2380337464150679,3.349160430868788
409118,79154,1372,137,0,0,0.7944201679361118,10,0.585842307960642,5.766180480478747
338,63953,214,596,0,0,1.609091440561332,100,0.54165813447124,5.4941742198260535
201,41363,32,41,238,404,169.7646675065846,10,0.8099423880461483,1308.4560058550278
46840,265984,149,521,0,0,3.790084993725351,10,0.2354708545190997,3.2627753355253324
198499,42754,1580,116,0,0,1.1629873672419737,1000,0.3095001715524665,3.5923001091439293
5539,103541,275,604,0,0,0.552901841274201,1000,0.5745871034705369,5.651987011891715
173132,3194,251,356,0,0,1.5265936966223,1000,0.1264242474239008,2.1640533490534364
36702,102902,104,9,0,0,1.167864618571635,100,0.03502441601884705,1.3969817900079398
102277,100105,1286,42,0,0,4.681548480020862,10,0.23991253725885828,3.387455146072953
14957,33343,4048,572,0,0,3.573536678878093,10,0.15041476843693988,2.5606718153833286
11065376,3131262,15197,3105,1,2,47.81018458722835,10,0.9086240052115315,19.050010500415087
5366021,3039825,1822,3234,0,1,31.140999664775556,10,0.7722222628372073,12.291878069175214
664098,15684,758,203,0,1,3.998626714634188,100,0.13006173797471643,4.44035657526115
256706,32222,1315,189,0,0,2.120176089936547,10,0.231122997558893,3.0610015894647984
23431,8581,58,370,1,0,3.679446341582345,100,0.42959073697177996,6.804670529932475
279314,266442,117,139,1,0,1.0184251323503886,1000,0.24882355237942907,5.092430932270472
336,111994,234,78,0,0,4.920196231788015,10,0.2824818562502614,3.7518744731808926
78696,4114,92,68,0,0,3.328677173493521,1000,0.08611945436992739,2.0218233523087714
252990,82323,584,1514,1,0,2.7803506092704944,10,0.33667766385226505,5.97145637174517
58843,7955,70,31,0,0,0.6985951185046178,100,0.08272364296367628,1.731648655559872
284984,81137,798,689,0,0,1.671640364759849,10,0.07543435020840318,1.7706388381432103
1852,73938,411,41,0,0,1.6841708759942091,1000,0.2740255442090229,3.3606214412716042
5931,72646,940,410,0,0,0.9793730019322573,10,0.04855765388946664,1.486398531308959
35482,8469,378,64,0,0,4.797541962177641,100,0.3849705994750421,4.559518992018101
22147,253894,359,893,0,0,2.035083765435762,100,0.5035328158179465,5.231770903087148
98029,35590,404,720,0,0,2.5674300638732723,100,0.20137854462895144,2.867771363418939
340212,45132,415,379,0,0,3.401595193502567,1000,0.2236894271842861,3.1296749368245456
13342,92901,18,228,0,0,3.672674228950223,10,0.1639708370664552,2.679034119426664
4378776,10494376,20403,13013,1,4,29.116261648071866,100,0.7806040691995698,20.156458718403748
33486,36387,38,316,0,0,4.711630118397973,10,0.4480656068820598,5.055687866896276
143132,66268,1001,1059,0,0,0.7543534876615162,10,0.10172529922985958,1.8892377426050282
4776,28771,175,587,0,0,4.578639066704968,100,0.25689594080986144,3.513031433149388
62783,3970,353,288,0,0,1.0462561116765887,100,0.32865383343077065,3.733856278613824
184850,286659,593,1007,0,0,0.7138997142357312,1000,0.07261939750877888,1.6523451514938041
71744,5023,1067,313,0,0,4.980632930468775,100,0.7407777913784549,7.424285624074517
3374803,12189045,24781,434,2,2,32.89018206968211,100,0.97778981277608,20.11133670917685
9326290,1646016,10428,5844,0,5,19.735254011790666,10,0.96659737889562,20.706304432344027
23260,23796,519,1100,0,1,0.8054154636340206,100,0.2764079953080821,5.291805508828058
49091,162726,587,367,0,0,4.239394186396094,1000,0.34058624787193653,4.148629401615102
69470,44997,1823,125,1,1,3.628308859365015,100,0.5050136210688657,9.402939854487427
93517,26615,230,659,0,0,4.708712506623871,10,0.2764696740988851,3.682628643453468
59119,2469,150,67,0,0,1.5585212885901147,1000,0.20312422167412542,2.7808459022520147
44671,100154,202,210,0,0,3.8459831892039062,100,0.3100060096705286,3.8646463962846194
81509,1862,73,17,163,431,387.8306124986534,100,0.8421254951751118,1234.5200652112662
54470,273940,150,56,0,0,2.7084695708637465,100,0.2307279628321013,3.116670659743185
263310,58426,1163,276,0,0,4.211052956401721,1000,0.09661952970538004,2.1940615332832123
95578,81214,156,681,0,0,0.737320533300823,10,0.36405922051526923,3.986205817452236
242557,48745,88,7,0,0,3.361827559957753,10,0.21889388185266076,3.0873338108170616
7567,71125,242,36,436,321,469.65346366148054,10,0.5002200355519841,1565.967106650564
49769,22502,47,1206,0,0,2.6531930357523947,1000,0.14234701297842836,2.404095407402666
20348,13418,66,186,367,278,296.32462088437296,10,0.5426245305402004,1324.9734583327588
140873,39821,87,649,0,0,2.9005772086453425,1000,0.19031246246519923,2.812557420586128
14266,52262,16,480,0,0,1.6100478960502027,1000,0.12406890969797679,2.1535560671888345
30346,83381,169,1076,1,0,1.2536149814082733,100,0.5636797920672603,7.634799834678909
9794,140030,440,167,0,0,3.1496509200018883,1000,0.1645933433348334,2.631711838678856
